Comment,Designator,Footprint,LCSC
SW_SPST,"RST1,SW1",SW_SPST_SKQG_WithStem,C115351
74AHCT1G125,U3,TSOT-23-5_HandSoldering,C12494
STM32F072RBTx,U1,LQFP-64_10x10mm_P0.5mm,C46046
